Frequency (Hz),Realised Gain (dB),Antenna Factor (dB),S11 (dB)
2916031746,2.443439897,37.07240506,-14.03425732
2920952381,2.472987466,37.05750207,-14.7268524
2925873016,2.365951348,37.17915812,-15.47923999
2930793651,2.449772105,37.10993274,-16.17467739
2935714286,2.545871502,37.02840422,-16.72723832
2940634921,2.717081057,36.87174115,-17.13246576
2945555556,2.754537482,36.84880688,-17.29976029
2950476190,2.971028951,36.64681334,-17.27124508
2955396825,3.134858987,36.49745706,-17.1041298
2960317460,3.288410126,36.35835561,-16.84320348
2965238095,3.302638722,36.3585527,-16.61706458
2970158730,3.31943764,36.35615555,-16.50991089
2975079365,3.364266544,36.32570457,-16.38759644
2980000000,3.519491211,36.18483407,-16.32115949
2984920635,3.757036652,35.96161911,-16.4026176
2989841270,4.018126371,35.71483628,-16.53892557
2994761905,4.195005332,35.55224067,-16.61892103
2999682540,4.359785919,35.40171998,-16.79993891
3004603175,4.470610964,35.30513147,-17.25020806
3009523810,4.50407209,35.28588358,-17.96019687
3014444444,4.419100283,35.3850454,-18.91772253
3019365079,4.322055103,35.49625746,-20.01530112
3024285714,4.368951481,35.46350488,-21.15707811
3029206349,4.490411294,35.35616587,-22.07529163
3034126984,4.641868142,35.21880692,-22.59782479
3039047619,4.697161755,35.17758835,-22.45880875
3043968254,4.63870972,35.25009266,-21.71508667
3048888889,4.565737322,35.33709463,-20.94517567
3053809524,4.492021774,35.42481713,-20.27459269
3058730159,4.573847443,35.35697586,-19.57961889
3063650794,4.652337109,35.29244812,-18.82447797
3068571429,4.784974479,35.17375026,-18.27322843
3073492063,4.799389305,35.17325262,-17.97690142
3078412698,4.769658378,35.21687846,-18.04138395
3083333333,4.69684252,35.30356704,-18.25534221
3088253968,4.616656448,35.39760371,-18.55237716
3093174603,4.495085525,35.53300319,-18.94344521
3098095238,4.344774564,35.69712072,-19.38775946
3103015873,4.303337701,35.75234224,-19.9189982
3107936508,4.337739893,35.73170287,-20.66373484
3112857143,4.345975889,35.73720792,-21.6304388
3117777778,4.284994889,35.81190826,-22.62387037
3122698413,4.242990839,35.86761001,-23.2639472
3127619048,4.30474852,35.81952847,-23.17997198
3132539683,4.329045683,35.80888594,-22.39826204
3137460317,4.331058085,35.82050675,-21.42094261
3142380952,4.307637509,35.85753916,-20.27750389
3147301587,4.321440576,35.85732664,-19.15619097
3152222222,4.289429321,35.90290721,-18.37615639
3157142857,4.21607603,35.98980864,-17.76430512
3162063492,4.210951211,36.00846051,-17.28439802
3166984127,4.325102623,35.90781511,-16.84357955
3171904762,4.419432876,35.8269699,-16.59044664
3176825397,4.375035516,35.8848314,-16.57721425
3181746032,4.225927243,36.04738298,-16.77736956
3186666667,4.160748704,36.12598405,-17.10158977
3191587302,4.198997629,36.10113694,-17.50168492
3196507937,4.331036827,35.98247891,-17.75246964
3201428571,4.387326399,35.93954993,-17.90016325
3206349206,4.421580305,35.9186361,-17.99691888
3211269841,4.398542415,35.9549936,-18.03867132
3216190476,4.4451599,35.92167533,-17.98687646
3221111111,4.564666688,35.81544743,-17.81359337
3226031746,4.605282805,35.78808993,-17.54511597
3230952381,4.618040942,35.7885702,-17.14590817
3235873016,4.615553291,35.80427612,-16.60250846
3240793651,4.7574071,35.67562049,-16.02277975
3245714286,4.858372335,35.58783341,-15.48936746
3250634921,4.777367892,35.68199604,-15.04671326
3255555556,4.639029202,35.83347302,-14.71470796
3260476190,4.585706627,35.89991404,-14.54717625
3265396825,4.740327928,35.7583914,-14.55245266
3270317460,4.877112838,35.63468542,-14.65424944
3275238095,4.950292179,35.57456536,-14.77395121
3280158730,4.885454161,35.65244304,-14.96313559
3285079365,4.734803012,35.81611431,-15.21422106
3290000000,4.613372291,35.95054567,-15.4967432
3294920635,4.602320656,35.97457851,-15.85161003
3299841270,4.608268419,35.98159258,-16.19461091
3304761905,4.50784237,36.09496114,-16.47765206
3309682540,4.312551915,36.30317486,-16.5709519
3314603175,4.296473538,36.3321573,-16.463483
3319523810,4.339123955,36.30239181,-16.18111333
3324444444,4.407994089,36.24638751,-15.75649848
3329365079,4.345467971,36.32176043,-15.24031138
3334285714,4.365637917,36.31441832,-14.72327713
3339206349,4.303995979,36.38886917,-14.1694052
3344126984,4.245679387,36.45997582,-13.68295187
3349047619,4.087142245,36.63128421,-13.30801517
3353968254,4.031145489,36.70003346,-13.02561206
3358888889,3.940436504,36.80347625,-12.91773613
3363809524,3.824167142,36.93246077,-12.90468729
3368730159,3.790023594,36.9793009,-12.92757072
3373650794,3.867725827,36.91427671,-13.04924343
3378571429,4.033091088,36.76157101,-13.29961351
3383492063,3.996280565,36.81102268,-13.51817282
3388412698,3.880729164,36.93919685,-13.67610454
3393333333,3.704868566,37.1276619,-13.79549375
3398253968,3.668271753,37.1768449,-13.94365961
3403174603,3.622011345,37.23567329,-14.00490741
3408095238,3.739304415,37.13093003,-13.94773941
3413015873,3.933397692,36.94936847,-13.83957962
3417936508,4.227967246,36.66731257,-13.66355558
3422857143,4.398040857,36.50973462,-13.46453972
3427777778,4.479565723,36.44068746,-13.27840561
3432698413,4.527006134,36.40570685,-13.0927163
3437619048,4.500849712,36.44430523,-12.97518064
3442539683,4.384054081,36.57352502,-12.90439963
3447460317,4.157188191,36.81279733,-12.90342696
3452380952,3.969893309,37.01248093,-12.97931162
3457301587,3.810795245,37.18395007,-13.10591075
3462222222,3.812596235,37.19450256,-13.33263901
3467142857,3.999726851,37.01970788,-13.64421251
3472063492,4.332163176,36.69958999,-13.99511404
3476984127,4.57594063,36.46811353,-14.37395213
3481904762,4.601601313,36.45473645,-14.75610464
3486825397,4.516960769,36.55164324,-15.09483552
3491746032,4.407156757,36.67369621,-15.30820514
3496666667,4.298694477,36.79439019,-15.39988534
3501587302,4.250365016,36.85493416,-15.46234919
3506507937,4.265641242,36.85185528,-15.52458479
3511428571,4.349143855,36.78053292,-15.56259584
3516349206,4.272870763,36.8689692,-15.56575077
3521269841,4.233033139,36.920953,-15.49060261
3526190476,4.297638212,36.86847715,-15.37791688
3531111111,4.549679345,36.62854832,-15.23733317
3536031746,4.79167956,36.39864355,-15.14206138
3540952381,4.905699737,36.29670199,-15.11465804
3545873016,5.025104467,36.18935911,-15.20859323
3550793651,5.035616989,36.1908917,-15.46033182
3555714286,5.059779189,36.17875794,-15.75896094
3560634921,4.927236164,36.32331277,-15.97083385
3565555556,4.862822902,36.39972125,-16.23507723
3570476190,4.82061879,36.45390404,-16.62929821
3575396825,4.843437497,36.44304751,-17.09096233
3580317460,4.762642374,36.53578836,-17.45984358
3585238095,4.674633684,36.63572636,-17.75762796
3590158730,4.601508983,36.72076402,-17.93206615
3595079365,4.67638745,36.6577822,-17.94326023
3600000000,4.718929501,36.62712051,-17.82213212
